pathway	description	sample100	sample111	sample112	sample113	sample114	sample115	sample126	sample127	sample128	sample129	sample130	sample141	sample142	sample143	sample144	sample145	sample156	sample157	sample158	sample159	sample160	sample171	sample172	sample173	sample174	sample175	sample186	sample187	sample188	sample189	sample190	sample201	sample202	sample203	sample204	sample205	sample216	sample217	sample218	sample219	sample220	sample231	sample232	sample233	sample234	sample235	sample246	sample247	sample248	sample249	sample250	sample261	sample262	sample263	sample264	sample265	sample276	sample277	sample278	sample279	sample280	sample291	sample292	sample293	sample294	sample295	sample306	sample307	sample308	sample309	sample31	sample310	sample32	sample321	sample322	sample323	sample324	sample325	sample33	sample336	sample337	sample338	sample339	sample34	sample340	sample35	sample351	sample352	sample353	sample354	sample355	sample366	sample367	sample368	sample369	sample370	sample381	sample382	sample383	sample384	sample385	sample396	sample397	sample398	sample399	sample400	sample411	sample412	sample413	sample414	sample415	sample426	sample427	sample428	sample429	sample430	sample441	sample442	sample443	sample444	sample445	sample456	sample457	sample458	sample459	sample46	sample460	sample47	sample471	sample472	sample473	sample474	sample475	sample48	sample486	sample487	sample488	sample489	sample49	sample490	sample50	sample501	sample502	sample503	sample504	sample505	sample516	sample517	sample518	sample519	sample520	sample531	sample532	sample533	sample534	sample535	sample61	sample62	sample63	sample64	sample65	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample96	sample97	sample98	sample99
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	36909.7765	43619.6238	23535.4483	34500.1227	29874.0377	41513.8611	44333.5048	44050.8086	37116.6201	40833.6166	56019.6894	18895.414	27466.1786	56917.0736	31796.9506	47263.0658	19133.9399	21572.62	11303.3372	24071.7955	27550.8293	24428.7548	31726.2448	20340.3208	33575.9141	36979.6305	17528.3357	23558.1672	24797.5544	25211.4813	27523.7244	34117.1084	37759.1513	75186.0814	32946.5744	42657.2555	49293.43	43143.3169	73984.4983	34932.7493	35014.0847	35143.1699	31921.7802	42058.6613	17374.4792	39071.1692	30198.8739	48817.3948	27451.2069	25891.2099	50043.2387	22254.7567	24667.7738	33452.3832	21902.341	44151.9246	25930.2415	34727.8004	53740.0519	39076.6832	22455.7643	27365.1436	47762.465	54452.3429	40183.3923	33401.2229	31318.5564	67690.7208	32026.5541	30621.7898	34279.6307	37967.2744	31913.2964	35329.2945	23487.0482	19770.2767	49796.172	27625.5835	41436.196	35840.8073	50771.0167	72104.5061	46207.8417	32820.674	49278.3735	44921.4014	27834.0326	39172.6789	86723.8547	21353.3263	41973.5908	52242.143	48275.6302	26488.9135	46646.2137	46577.1721	76398.6442	46784.1058	49990.0168	53542.1675	41658.3039	24860.3743	34104.0882	39378.5288	40897.6709	40133.9965	52907.3448	58031.9481	53797.5588	36642.4112	107174.494	70446.8809	43940.9809	50292.7613	27367.002	63727.2585	36375.3799	36869.8	53490.8565	22292.0398	71608.66	33384.2676	54489.8984	43486.4874	21442.1228	30681.2901	77110.4416	48793.9765	29618.0941	27732.5055	28456.9919	31362.5992	45978.1589	54229.1229	20370.3731	45406.5717	33304.2005	56399.4649	52470.8758	44251.5361	71881.6578	23306.2443	47866.505	31923.6764	40656.1295	32299.7827	20087.8111	29986.1618	15249.6479	13263.1789	15163.8253	21993.196	15854.2485	25233.4008	22198.2792	22299.805	29652.9528	35244.6793	48736.2832	39744.3947	51972.6305	25015.9096	44995.0814	30320.5955	43183.7402	34677.4394	29906.3407	48123.317	44912.2217	39149.1465	49346.663	35059.0919	51578.7041	27921.7832	17279.6094
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	40199.2703	49426.5371	28272.4559	36358.2593	32158.8781	46691.6275	49840.7031	44620.7653	38603.3685	41924.8363	54943.4434	21050.54	28875.6447	91201.3491	36727.2056	59208.045	18536.7432	28066.4882	16783.8427	24718.2711	28748.4453	24492.6516	31782.7118	25695.3164	36744.2838	41051.9819	21890.4236	27104.1578	25614.4787	26670.4298	30557.3186	35962.8823	43853.820999999996	76353.7923	42080.4966	51034.6931	56679.3464	49533.4865	72494.9427	42947.1682	40133.5519	40032.3052	38458.4502	47241.2015	22481.4349	47657.5103	33958.0182	57713.7197	30162.2813	32358.9524	59133.3989	25825.8219	29190.2469	36993.7512	25143.8776	52413.0163	29163.494	40398.98	50506.6786	44101.8601	25043.21	43912.0459	91204.3159	50894.36	80456.4757	67493.9404	40004.0285	112174.9651	29245.0472	63903.5838	43085.8541	66045.5261	33613.8341	46746.1128	32081.9063	26068.6028	41674.2664	38378.9111	48749.3885	48910.9124	69032.7639	56755.0669	60902.4249	38556.4222	72991.9892	48854.238	32098.8536	51646.1167	67268.8243	29375.8236	59227.0428	53701.3616	62375.079000000005	26829.0845	63039.4955	62925.9065	82198.1051	58660.5166	53719.8167	69063.6866	61188.9407	28951.2999	45348.0959	40113.6105	55496.8466	50380.2779	68138.9481	71315.6338	64531.3163	41565.1275	66192.0428	117792.7786	78854.7779	85117.4602	35202.2372	53114.1583	52881.97900000001	45026.1168	69351.0319	26846.6751	63164.22900000001	44436.1649	69990.215	69761.2216	24811.6203	39398.6886	70831.366	50467.2204	39560.7106	39814.4423	40850.808	36234.0616	46000.0807	57764.2025	29482.4543	55929.1413	44013.2803	63714.5291	51464.8088	42078.4718	64708.1814	29900.1619	61998.8447	43851.6145	45783.0148	39004.9635	19539.2981	26341.8159	14545.3169	12901.1495	15200.0034	23696.8096	16538.8064	34245.7994	29063.3978	31015.5824	35881.0847	42922.115	54711.7751	37287.3132	49140.71599999999	30336.0618	51162.9395	37935.4095	47495.4227	40189.3214	31023.5165	53299.6814	43275.0716	40441.2337	53182.4334	37578.6323	56750.0301	29347.1555	17912.903000000002
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	31413.8404	35329.5565	19115.0756	27585.4513	21472.8602	33680.2963	36057.3589	33263.6532	27405.7874	28614.7062	44204.4054	14749.3667	18971.7901	67844.9495	29653.2159	43098.0248	10589.0511	16474.9437	8321.7009	15165.8965	15441.7912	15535.8919	20884.001	12080.5623	23604.7748	25538.972999999998	13833.2617	16267.5036	16889.9374	17033.9609	20260.2853	24120.7884	28020.2294	63609.3242	28008.029	32977.2014	38049.3452	32445.379	62761.9858	28911.8246	26952.4846	26493.0935	23602.6545	29914.0264	12780.7587	30506.4291	22666.7526	40526.0198	19109.1596	22069.3129	40392.4966	15934.5741	18219.679	24820.3406	15469.6469	33867.6361	19403.8064	28717.6609	52290.6545	31085.2896	16437.5803	31455.4239	67729.1924	52904.4814	58561.803	51817.4106	28217.397999999997	87119.3765	33225.9409	51333.6125	27907.6677	49674.8941	22575.3723	31810.8029	22907.3211	16328.0743	48004.7596	23869.5674	35322.559	33969.3268	49527.9468	75227.4692	39778.8996	23262.7389	43387.751	33038.4092	22557.5814	32226.4158	84886.525	16855.0346	36620.0	38356.9518	41199.6284	29775.5163	39816.073	38956.5038	62733.6865	33956.3507	49217.892	45156.5577	36296.1551	20024.9012	26271.0834	39412.4884	36011.4102	33197.9951	49036.6127	57390.7586	54588.132000000005	31852.4477	126201.5739	97140.7162	63556.7643	65712.4926	24104.4581	59518.475	35935.574	31284.2746	49446.1802	18640.8566	72767.9691	29906.6814	49700.998	50260.1786	16391.1265	29259.2823	80015.158	43792.3027	24815.9725	23829.7103	25763.9262	25357.0321	50906.3867	49608.4968	19752.2277	39933.5623	28647.3555	54877.7353	46473.4533	45122.4068	65406.4207	19896.6171	39156.9602	28775.9944	32907.6577	37365.7633	13065.5298	17375.3344	8756.7242	8793.2843	9410.5269	14922.5877	10571.6634	22103.9978	16726.6497	17866.1645	25422.4388	30742.6156	40124.7577	35161.6654	46383.9474	19646.5164	39393.1815	28499.207000000002	37988.8636	29104.7301	25420.5133	42993.0612	38100.9466	35497.1145	41010.2155	30531.8342	45147.1897	23640.0826	12665.7826
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	86.19	170.9495	26.8199	20.9896	172.9329	145.4297	262.3465	22.7399	101.2203	259.1654	30.2963	100.4141	674.0425	488.4954	817.6966	358.3172	537.3681	118.4204	555.8546	2452.7055	269.0295	78.5059	336.0458	148.2577	238.1968	466.5272	141.9086	674.5452	126.5533	193.9852	252.8854	173.0472	369.0083	80.432	44.8551	343.5269	857.8903	361.3887	107.8192	142.4317	429.5188	280.4005	488.7113	254.6663	36.1232	2427.6089	121.4941	301.2553	70.396	48.3321	448.2134	1207.3772	605.7349	119.214	15.7399	911.8765	326.3711	356.3648	3734.2172	345.1953	132.3069	98.9064	588.1028	69.9427	90.2497	62.3162	220.9756	787.921	2.3449	182.926	1292.5499	195.2223	6318.3087	671.8649	41.3479	159.8789	73.4301	505.6854	654.8398	199.1772	60.0398	17.4974	72.2527	1788.8112	292.4659	1230.0391	16.3372	38.4685	59.4738	210.5311	155.8237	46.6524	77.4952	2.9048	215.5799	141.3878	117.1042	87.3214	81.5722	76.3175	321.0148	204.5128	100.0908	27.3933	130.3185	15.7451	829.4633	2378.9169	1287.8448	1508.6936	163.1778	301.7766	44.8709	567.3224	244.9312	17.4968	423.5768	960.0544	218.0041	758.7615	0.0	361.4215	792.7888	84.4311	219.7179	6754.6012	77.5474	4605.8528	75.09100000000001	56.4979	269.1391	108.7873	125.1957	1596.4001	103.4229	460.6962	35.5639	735.9005	9829.7583	13.9973	1723.2548	33.7702	130.3591	172.4532	23.8934	992.0154	487.2057	1739.9737	417.2705	189.6385	196.2377	616.64	447.2865	381.0831	364.6774	413.8544	12786.67	4370.925	1567.5953	3093.7053	1441.3386	9319.5539	4028.5718	1393.9997	12852.6149	2333.3289	3174.5617	3303.4234	878.7249	7148.6062	2420.4248	7.5938	104.2449	0.0	112.527
PWY-7199	pyrimidine deoxyribonucleosides salvage	24422.2506	33528.0398	23356.6255	21477.1534	27127.5735	31227.7934	29708.2141	25938.5658	27573.8828	33903.2885	26919.262000000002	17053.13	32649.3259	73162.0552	19069.9204	45365.1481	48788.2145	34977.0991	40571.0165	34599.1983	85473.2795	30884.3522	34829.771	88780.0584	39057.4041	44690.7142	20713.2402	31565.1136	25149.3612	30795.5561	26769.9436	34041.8814	40439.1469	40644.1317	36107.42	43505.3984	45132.049000000006	44179.6424	36796.607	33974.3385	31611.0246	35260.2949	38914.4523	47229.4205	28969.9801	43623.6029	28620.9302	42696.8475	32053.0983	26437.5234	46441.3379	29286.9838	29314.4855	32437.1988	27905.4447	45734.903	23256.3136	30193.8424	33100.5083	37573.784	24830.7536	36621.4356	76094.2654	37178.2998	73310.9938	55188.4962	31692.194	84089.7225	20051.4456	48665.6344	32202.9917	51567.3219	26111.5618	39795.2621	25465.4912	26606.9167	26674.9274	39809.6009	31813.9735	41673.1816	54638.6974	33216.2196	55835.0702	29145.8871	88327.2671	39391.9233	23931.019	50334.0076	39964.2311	37582.804	60896.4944	37757.0424	53452.1872	20782.4532	61664.3168	64296.5361	47165.7827	67876.7767	47277.1739	61360.1382	72269.8065	21889.2581	55025.1531	32971.1678	51455.8349	43044.635	50860.719000000005	37008.2563	30744.4117	24572.104	32647.4129	82230.863	59210.1978	63237.0324	28893.019	25277.9749	44435.5987	32862.0684	51278.6511	20151.4107	37774.0084	37845.1306	50085.6596	57242.2031	20034.933	25753.8636	49052.8143	23280.0288	37489.4324	43952.1876	39720.4672	25310.7118	34965.7248	26477.6345	25827.6381	38856.8675	38683.0659	32577.0955	23526.3485	30989.0717	26424.4278	24121.4324	54741.0922	40069.5268	29947.8109	15626.9534	22918.2761	42667.6674	20791.9968	13719.1682	24147.5692	28351.74	18777.056	31817.4513	32438.7746	35141.914	24517.1036	27671.2923	27112.1226	15734.8085	21694.3926	21668.974	31309.2586	22710.0483	22949.8912	26589.811	14799.9167	30470.1052	16430.6883	18158.2301	30764.9912	21778.9615	34083.8701	16138.9697	12762.8369
PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	25946.9299	31025.1296	18990.3114	23025.3322	22785.4017	29725.7609	29675.3315	29076.3301	25945.2745	29350.0815	33547.5157	15326.778999999999	22325.3584	56368.8099	22025.2679	40395.9587	15788.8255	19847.0485	11004.3376	19501.3217	23752.3146	19705.0878	25045.4951	18912.501	28093.802000000003	31026.7687	15462.1928	20126.1532	19333.2739	20771.9387	22289.7776	27070.8316	31755.4345	48990.8783	29243.9544	36083.1272	39349.5848	36339.3784	46805.3812	29867.2111	28565.192000000003	29191.6175	28052.7104	34320.1525	16140.5193	33921.0041	24790.217999999997	40464.8131	22575.6203	22747.5941	42068.1886	19544.0659	21496.9715	27071.5423	18992.6831	37620.4249	19506.3321	28223.9526	41336.6016	32613.7109	18657.0727	26456.9429	48857.1652	44785.7297	42346.323	35045.0144	27235.5382	65688.4348	25603.4239	32422.2208	26301.4265	37873.3362	21739.4876	31568.7566	21446.409	18279.0892	35983.6125	25084.3221	30755.7126	31810.6765	46364.1722	48282.523	42492.1318	22927.4094	47630.3514	32747.2793	22554.9706	36215.0938	56959.3548	20462.7791	39923.4102	37912.3434	43822.7081	23867.2055	43620.9606	43551.8943	54381.8274	42747.175	48388.0487	48879.6171	40781.263	20338.2728	32241.0554	36275.5982	38216.0412	35923.6158	46414.459	43335.5471	37884.1791	26181.8474	51353.5648	68793.6278	44537.6643	49442.0462	24149.7339	37832.5938	34602.8137	30951.4968	47528.2063	18483.9391	51658.4016	30704.3893	46680.6316	43127.9143	17571.2002	24040.4658	62250.6989	28132.1833	27558.9638	26868.3877	27382.7932	25131.678	40601.525	31572.7936	19717.9379	38920.3081	30992.861	41337.7674	29645.4063	37461.8362	36014.7513	20714.3104	43303.889	29835.1737	31353.6638	21574.5315	15168.6608	22281.291	10899.896	9915.1428	12340.5438	17985.3565	12316.6849	22461.4619	19184.7247	19676.1093	23309.5114	25679.655	27841.6564	21298.7186	28749.3848	19050.1115	32682.6853	21380.241	28069.3128	24965.4848	17420.5188	33514.8972	22323.0181	24020.956000000002	32358.9997	24938.1416	36661.621	19281.0639	12420.7063
PWY-7208	superpathway of pyrimidine nucleobases salvage	55650.4123	73144.0017	41418.8731	56990.9369	62223.9864	68778.5441	77528.9653	82190.5184	69355.8085	87210.966	98165.2749	31838.9046	55115.9442	104366.6579	51948.3623	76682.7587	66423.1097	48752.0926	48389.2948	57451.981	108468.7564	52514.112	64781.2201	102428.7041	67568.0317	73631.1763	35000.2769	51338.2505	46758.1828	52765.4514	49960.9465	69010.8126	75040.2597	101751.7668	60803.4534	79790.9152	90331.3632	81893.3981	104699.7369	62738.8614	65136.0698	63510.8929	63517.6694	84350.9593	42132.4218	73636.2072	53481.2447	81747.625	54402.9557	46099.1793	86398.9358	45750.5311	49553.5877	68355.9018	48490.1884	82591.5048	48851.5941	57710.3161	68930.4724	63240.34099999999	42204.9924	53674.670999999995	103686.0001	66907.7326	91652.0618	72822.4983	53233.8874	124916.8241	38135.5943	65497.8606	65328.0982	74953.5649	61584.5962	64694.3473	41600.6809	40293.7418	59739.1902	60481.8291	65614.2958	66050.2771	89771.7595	85896.6505	90368.0103	68485.932	121850.627	83193.5016	46291.5068	81593.4524	98794.9092	53412.4593	92830.0599	108998.243	91795.3981	34057.1423	96605.9918	98535.7814	129406.715	107062.0595	59247.8168	102296.009	101191.0255	44497.8225	81322.6109	45793.6123	81704.9579	75607.4859	88728.4922	96372.8921	91086.5543	65795.9722	146939.5366	125773.0999	82586.9233	95326.3491	49655.5379	80528.141	71442.0483	62955.4885	94168.0424	39018.9028	84757.2798	62923.3815	94473.9796	85512.9544	40108.6633	51334.8826	91301.9036	68483.6404	62543.5271	66032.0985	61727.0611	55387.5998	57383.5499	77659.4094	41409.5008	79333.9799	65957.173	91062.7708	71810.1835	51571.7507	92690.9291	44336.6836	97402.8307	62413.5269	72708.5308	54831.3016	46577.8751	85286.6751	48968.7956	30100.167999999998	38388.3539	48145.6509	35468.6675	49688.8475	53684.9531	56917.737	48872.5127	59003.6817	80740.7582	53494.6476	67619.2796	47236.7045	66063.1999	50502.3478	67573.3867	54898.7364	43268.8911	68108.1445	67567.3594	55606.4421	72350.8769	52067.5264	76193.6431	42624.7521	35777.4362
PWY-7209	superpathway of pyrimidine ribonucleosides degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9961	14.9796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.975	0.0	0.0	0.0	0.0	19.9398	0.0	0.0	0.0	0.0	49.5768	7.4976	0.0	0.0	19.8811	46.6951	0.0	0.0	0.0	0.0	264.2321	0.0	0.0	0.0	0.0	24.929000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	122.9622	243.5983	38.2855	29.9742	246.0609	207.303	373.4171	32.4752	144.3381	368.5584	43.2667	142.9676	945.3332	694.4918	1155.151	509.5984	746.4389	168.4645	761.0337	3219.8332	380.62300000000005	111.84899999999999	476.0466	210.3258	338.5131	660.1003	201.6383	943.1968	180.0899	275.4859	358.9919	246.3274	523.7435	114.8352	64.0243	488.2197	1212.0945	513.4849	153.9103	202.9747	608.9653	398.501	690.982	362.2344	51.5258	3333.0935	173.1128	428.8106	100.3757	68.97	636.8999	1660.75	851.2254	169.9104	22.474	1285.7998	462.185	506.0667	5202.8279999999995	490.6069	188.2424	140.9745	833.7255	99.8737	128.7429	88.9214	314.3123	1118.012	3.3498	260.4063	1801.9777	278.0419	7898.2394	948.462	59.0066	227.18	104.8453	713.0445	927.3794	283.5206	85.7113	24.9944	103.1146	2454.0682	416.0231	1725.1369	23.3305	54.9197	84.9432	298.6107	222.0491	66.6073	110.5977	4.1496	307.0288	201.5721	167.1476	124.5783	116.47	108.9283	456.1157	290.7279	142.6859	39.1246	185.7912	22.4875	1175.0439	3347.2547	1824.6456	2110.9353	233.0567	430.1112	64.0642	805.3269	348.0015	24.9926	601.0316	1352.3122	310.7526	1062.8401	0.0	513.189	1123.7621	120.4838	311.9395	8565.8527	110.7483	6260.299	107.1038	80.6002	382.2157	155.1053	178.7353	2244.5952	147.3136	655.0796	50.7744	1046.4426	12807.108999999999	19.9941	2432.5427	48.2035	185.9186	245.5665	34.1223	1409.2681	682.1943	2355.782	579.6234	267.7963	277.1476	861.5683	624.6092	538.8907	514.3009	582.6428	14748.195	5786.7272	2193.969	4255.8557	2030.9882	10863.1621	5486.4386	1937.9865	16085.4888	3203.7439	4293.7445	4547.5214	1243.1711	9413.582	3362.8383	10.847000000000001	148.752	0.0	160.0811
PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	37365.7596	43903.721	23042.5143	33437.9262	27206.9073	41882.9368	37918.7952	37968.4852	32060.1511	30974.8966	51973.64	16862.7638	21061.7996	47129.5269	29010.5487	33421.1816	13111.9269	15063.3813	4091.9996	15134.2231	18667.1339	20407.6846	25485.2473	8838.0945	27998.9188	31251.3256	12485.4802	18682.2349	21409.8583	19731.6105	24483.9271	30401.0277	31612.8551	70706.5374	30446.3996	39410.3803	43044.4327	38001.7512	71270.8938	32289.9815	31886.5848	31797.424	28080.2092	37727.3989	12895.4047	34243.6404	28401.8563	47131.5757	24535.8126	23967.4465	47697.5081	19332.4842	22182.3605	25513.32	18323.1179	39528.4781	21501.2469	31801.6745	57299.1215	36922.9051	19054.4951	26815.1324	43278.2801	59403.8661	37253.8267	28723.0756	28855.7762	65552.0599	36290.0338	28542.8449	21859.3065	34494.8402	23412.7882	32958.6199	23789.259	19138.1586	51475.9556	24428.0736	35405.8997	34882.6296	53430.549000000006	76843.9483	46924.5027	20590.8633	45211.8859	29224.0676	27280.2999	37985.9021	93228.696	20706.4222	40825.9731	45949.6017	50272.8124	33251.227	48176.5843	44031.6134	74115.981	44097.2207	58174.7036	55903.3292	41480.3024	24596.7607	34189.2614	45439.8601	43474.9592	42792.922	42076.4489	54453.6705	54051.0896	26759.5693	131121.1556	61538.5798	42959.253	41641.8265	22855.2847	57905.2544	31463.8619	35899.4692	44124.6208	21671.4931	80158.2163	30323.1065	51388.9701	28108.3687	20607.7796	26063.7369	87524.3174	45942.402	21125.0565	18581.9577	19454.7555	29932.5719	56846.0051	52004.6656	13076.6072	47267.578	23073.662999999997	60021.1547	49329.4826	49889.5792	66155.3519	21395.8244	37680.5273	28531.5422	37774.7695	38271.6274	9595.7259	16998.0088	5605.6451	8319.1757	6720.5542	13016.5231	11589.6124	19699.4791	12684.9404	12789.8958	26890.8866	32290.0371	46919.3963	37231.1953	48127.4167	21708.2266	41669.1314	30189.4104	41523.6523	32116.6416	28438.5159	45218.7845	42073.4478	37685.6633	45804.7684	36654.3388	52419.6585	28595.5587	15656.7966
PWY-7219	adenosine ribonucleotides de novo biosynthesis	56630.434	74657.2299	42132.8682	56207.5232	60792.6952	69786.2497	76266.3407	78284.2525	67555.1021	84121.1348	94180.8825	31969.5475	54455.4262	106096.2009	53283.4621	77928.5005	68387.6198	50052.5596	50205.871	58394.7642	111397.9842	53190.3037	64985.1887	106078.3393	67694.9447	74561.7924	34437.9006	53783.8756	47621.3469	52868.8969	50197.0076	67527.7236	74350.2694	104661.9913	60541.4905	79207.3361	88978.4712	80167.3487	104641.7266	61844.0739	63370.6588	63415.4584	63245.5397	84438.8102	41952.0527	73702.3755	53353.6827	81066.9013	54826.454000000005	45297.6442	85213.3055	45662.0093	48814.5885	65690.7832	47269.6239	81176.7307	49935.3514	56911.755999999994	71156.4726	63659.9379	41388.0457	55161.2243	106989.0569	70217.4873	95411.2582	75348.2367	54162.2776	128261.9726	41662.8795	67731.8057	68540.841	76627.7996	61831.8159	65165.1888	42198.7557	41079.5289	62408.9369	61889.8832	66436.8021	67490.9867	91455.8702	92601.9737	91664.7299	70586.065	125184.1746	83547.0525	46360.1365	82378.4662	111758.1412	54952.6365	94491.1846	103705.1374	92926.6638	37458.601	98961.3961	100728.5763	126670.8104	108452.7026	65137.5079	104064.9552	104414.3154	44469.6863	83251.5911	50319.7937	83866.3043	77040.3049	90164.7563	99899.8613	94623.2365	65996.8607	174358.0042	129319.9053	85797.4019	98801.8706	50677.3311	82530.6167	74747.7061	66524.702	93081.7108	40452.0496	99023.5976	64726.4828	97843.0099	86868.4744	46484.5282	52314.8461	100575.6281	69756.0046	61311.738	64647.1196	61073.1852	54292.7442	66196.5252	79501.6642	40335.946	84110.1505	64173.0272	95959.507	73513.7223	61900.1352	94446.0023	44433.9948	94970.2162	64162.3317	70552.0185	60986.3874	45821.7818	86590.7037	50356.7012	30253.7003	38845.3575	48447.3942	35524.4199	50980.6906	54588.7881	58229.4613	50703.8712	60786.4518	83069.9056	53970.6099	68672.9294	47663.8572	66626.7574	51695.4266	66940.7648	55788.8079	43507.0695	69165.5258	65692.5775	55524.3711	73354.9325	52565.1537	77585.4282	42332.0726	34236.4773
PWY-722	nicotinate degradation I	0.0	0.0	0.0	0.0	0.0	0.0	13.8391	0.0	0.0	17.2733	0.0	5.3199	0.0	0.0	0.0	0.0	5.3048	0.0	0.0	0.0	0.4396	0.0	0.0	0.0	0.0	9.5244	0.0	2.2262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4589	0.0	13.8141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.4096	0.0	0.0	0.0	0.0	3.339	0.0	0.0	4.898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5949	0.0	0.4381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.237	4.2780000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6288	0.0	0.0
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	61021.6148	74552.7435	44637.7094	56041.6258	57798.363	71500.8524	69586.9004	77196.2069	62725.8779	76104.88900000001	93174.0761	28808.2843	42886.2785	92607.2027	45101.2474	62014.3103	52835.6313	41838.0939	38075.9017	44468.4507	93513.9623	46332.139	56904.16	85829.1798	57905.9122	64256.3026	29550.1693	47582.4383	43992.3797	45383.725	45264.6046	63683.5165	69415.7698	116926.0677	57498.1927	75303.7598	82143.4675	76329.8334	108731.1882	59459.568	60001.4313	61370.3057	59758.7331	78007.4934	37729.5257	69361.2081	52245.0194	78739.882	50518.327000000005	42913.7834	81896.6583	41892.3831	45906.3898	58630.5963	43504.4222	76942.5213	38257.8338	55995.6345	73206.0526	66121.6191	37940.7693	51867.6488	102224.5078	70031.1385	100387.9561	77075.9674	52120.0594	124409.9754	42683.0333	68749.1421	63581.7221	75199.0825	57508.7729	61205.8346	39840.0764	38754.3211	65815.1325	47682.5843	76764.0162	57118.4737	84462.2086	95264.5298	81467.6633	55929.5847	105329.4695	80986.8013	44900.3132	73236.2836	111109.2643	48175.1077	81838.9646	91571.9717	83400.5035	38856.5897	85956.0101	89070.2405	120432.365	94481.15	66676.948	96405.6136	90028.7331	39785.7808	72695.4014	51557.3727	74838.0359	69945.576	77300.1037	84785.9515	76978.11099999999	52920.1297	150190.6	129453.0084	89995.9216	92125.1693	46678.1221	82940.7426	67971.2513	59264.0824	85758.0893	38303.734	92026.4364	59666.3589	90697.5544	83159.2991	47651.4263	56980.4741	103063.2236	82882.3733	53690.788	57071.1558	53861.7576	50998.7503	66022.3168	94671.2826	35438.442	68130.2165	57663.5922	86289.6721	89761.3936	58386.6291	108796.1234	39364.6274	84759.7069	56522.264	65582.385	45608.7101	28760.1767	52263.4762	18785.5704	17639.1725	25528.9973	34249.4718	24433.8218	37941.5606	34368.0355	35670.2374	61963.6016	68485.9199	82743.2188	65152.9257	80399.0372	52639.1063	77969.2749	56494.7151	81080.3501	64007.6215	51578.7254	80706.7558	72222.9163	66393.0476	86613.4424	55503.1606	84347.5601	44113.9575	33656.7373
