,Acetyl.CoA_assimilation,Aerobe,Biotin_prototroph,Carbon_fixation,Coenzyme_A_prototroph,Dissimilatory_sulfate_reduction,Fructose_utilizing,Galactose_utilizing,Glucose_utilizing,Glycine_prototroph,L.alanine_prototroph,L.arabinose_utilizing,L.arginine_prototroph,L.asparagine_prototroph,L.aspartate_prototroph,L.cysteine_prototroph,L.glutamate_prototroph,L.glutamine_prototroph,L.histidine_prototroph,L.isoleucine_prototroph,L.leucine_prototroph,L.lysine_prototroph,L.methionine_synthesis_with_homocysteine_as_intermediate,L.methionine_synthesis_with_methanethiol,L.phenylalanine_prototroph,L.proline_prototroph,L.selenocysteine_synthesis,L.serine_prototroph,L.threonine_prototroph,L.tryptophan_prototroph,L.tyrosine_prototroph,L.valine_prototroph,Lactose_utilizing,Maltose_utilizing,Nitrogen_fixer,Sucrose_utilizing,Sulfur_reducer,Trehalose_utilizing,Use_of_nitrate_as_electron_acceptor,Xylose_utilizing,IsAcetateProducer,IsButyrateProducer,IsPropionateProducer
sample280,5013346.533933344,58768420.450553514,5013346.533933344,0.0,5013346.533933344,845857.3890072438,5019783.804778148,5013346.533933344,5277274.638570307,83351070.35269098,12777982.626935914,5013346.533933344,5019783.804778148,83089717.15639193,72253215.41624889,23847513.57166085,83684520.98245181,74269368.64484148,8600193.848658126,10536524.918775165,10281608.993320927,18019208.548775315,5028795.983960873,5028795.983960873,5022358.713116069,16821876.17164178,8432824.80669322,10795303.206736285,11699096.033346765,8717352.178033557,5022358.713116069,11002583.327938974,0.0,3875237.0485719997,0.0,5010771.625595422,5734320.868551391,5010771.625595422,5353234.434538995,225304.47956813953,25881691.158618905,1902857.2617240583,19158605.488305625
sample281,33200.4688817215,59486081.48600861,33200.4688817215,0.0,33200.4688817215,227251.48527661097,36062.5782680768,33200.4688817215,184892.2663585525,68657424.80364554,43087339.54594725,33200.4688817215,50945.54707712437,33444320.601438973,29985175.197089963,21463530.710155685,68683756.21,31393333.015176773,6058513.149036903,15422190.21743691,15363230.764077991,19238526.873203065,36062.5782680768,36062.5782680768,36062.5782680768,10238337.696870185,1080160.0824104908,15951108.032035371,3236473.2940905755,6527326.666521902,36062.5782680768,16002626.000989767,0.0,172871.40693586026,0.0,33200.4688817215,15907031.547485499,33200.4688817215,59531.87523619027,0.0,57157469.28926992,970255.0819744475,56175193.347872786
sample282,63585.94786593747,22226916.165432803,63585.94786593747,0.0,106261.08066186868,278668.6171574307,68280.21247348991,63585.94786593747,760044.1150955344,43429202.3924353,12448762.98790109,63585.94786593747,78522.2443445134,40432981.31883297,33480348.68371986,16033047.391431348,43433469.905714884,35810410.9343777,5981773.364005676,7711823.247552725,7566727.796046559,11685304.86218188,81509.50364022858,81509.50364022858,69987.21778532716,10354694.221604746,1776139.0269666559,9133758.672313156,2745718.0440902133,6110225.513721429,69987.21778532716,9244287.266254615,0.0,11949.037182860735,0.0,66999.95848961198,9001039.009317808,61878.94255410023,76388.48770471684,1707.0053118372475,25448035.18886969,839419.8620959665,23970195.340146586
sample283,97395.98574583602,45645602.679643504,97395.98574583602,0.0,144146.05890383731,1529116.9762096251,114927.26318008649,98045.29231747493,234399.67236164535,70522485.35884495,26685201.481215794,97395.98574583602,97395.98574583602,51913359.01567387,41428356.496848814,21768002.81419436,70560145.14,43750926.10360119,1520026.6842066806,4088034.175038558,3896488.73640508,10160349.233005613,111031.42375025306,111031.42375025306,114927.26318008649,10488898.358254902,3858828.955250022,4902913.922445385,4158159.284775558,1595995.5530884326,114927.26318008649,5052903.740493974,4545.146001472347,176611.38748578267,9090.292002944694,102590.43831894727,4739288.666392382,97395.98574583602,131159.9274710592,4545.146001472347,36011841.07623705,2979667.8572509424,33708750.666633844
sample284,166899.955855314,22711162.298956446,161427.82615513977,0.0,161427.82615513977,1458322.5650964323,171460.0639387925,161427.82615513977,751505.812157261,59939884.69247512,12425382.505862284,161427.82615513977,165075.9126219226,59225771.76660238,43434117.47351627,24496900.624446638,59975453.53552625,47119596.82658361,2641214.6019507614,3569652.607746989,3478450.4460774185,9425743.408550108,172372.08555548821,172372.08555548821,176020.17202227103,11469583.851565186,4245460.625718506,5242300.252766911,3135530.318199834,2653982.9045845014,176020.17202227103,5313437.938869176,7296.172933565638,115826.74532035453,0.0,173284.10717218393,5039831.453860465,156867.71807166125,189700.49627270663,11856.281017044163,25318632.10108946,3677271.1585170818,21602144.013054468
sample285,94201.21254575106,71388672.17672765,87158.1312339192,0.0,134698.9300887842,1834722.6817321978,101244.2938575829,87158.1312339192,499178.3879760825,97152263.6154086,32704548.07149122,87158.1312339192,100363.90869360392,73717290.93545209,59973598.1405762,29702434.662322894,97170751.70385216,66245462.048762456,4664280.598760645,13613395.790606996,13486620.326994024,22065973.749969203,114450.07131726763,114450.07131726763,101244.2938575829,14315943.151462223,4172145.2920963946,14559809.841884399,6056169.543011419,4979458.487465121,101244.2938575829,14594144.863279581,12325.392295705744,116210.8416452256,5282.310983873891,120612.7674651205,14316823.536626203,87158.1312339192,114450.07131726763,4401.925819894908,52764124.03275233,2813710.984076825,49716230.595057085
sample286,665255.2787791395,84548243.74472481,665255.2787791395,0.0,672858.1962509011,842656.6864535769,690598.3370183448,665255.2787791395,897144.2616678681,141516904.3606345,15659475.686004965,665255.2787791395,680461.1137226627,137157898.34349117,123903478.88438675,29038076.130481455,142351958.12961632,125358170.42731714,7042835.884675157,9497311.075142194,9359191.407738524,24395227.861059044,713407.0894336295,713407.0894336295,690598.3370183448,22403263.483457506,3378229.6632860685,9753275.963358166,14797811.70587198,7217702.986525674,690598.3370183448,9806496.385660497,7602.917471761595,3574638.364639909,0.0,686796.878282464,9003121.439477688,665255.2787791395,1515514.8827044778,1267.1529119602658,32814191.808123045,1810761.51119122,23993540.387967635
sample287,215852.62756483385,49229005.65356472,215852.62756483385,0.0,215852.62756483385,1301607.5737368176,240196.90886913842,215852.62756483385,414664.25821665453,97773937.00247845,8980605.373157961,215852.62756483385,250746.09743433705,97433117.0642182,79699119.61007577,19662876.009486802,97799092.75982623,81212522.43116003,4958118.625643364,6406603.363249486,6176955.642945547,13708264.80245391,254803.47765172116,254803.47765172116,237762.48073870796,12854592.004716292,4353568.973253134,6831005.333987862,6220775.349293293,5055495.750860583,237762.48073870796,6940554.5998572325,7303.28439129137,264541.190173443,0.0,251557.57347781386,6487750.967597168,213418.1994344034,255614.95369519797,9737.712521721827,27811718.438081015,3072248.300603237,18202219.13122853
sample288,588169.53090883,100049092.0438875,577777.8430835856,0.0,606874.5689942698,4449720.726769628,611031.2441243676,577777.8430835856,914468.5286215025,173433113.128198,17936053.18637174,577777.8430835856,611031.2441243676,171412969.0149705,147551575.43064442,49878023.22360782,173730315.39999995,150465404.69684294,7610872.16320896,13847963.195920613,13696244.553672045,30742769.262202874,594404.5436039766,594404.5436039766,611031.2441243676,25183216.275697157,8629257.570082903,14519266.229431398,12781776.025050545,7903917.75988085,611031.2441243676,14610713.082293546,16626.700520390958,1905835.547149812,0.0,615187.9192544653,13864589.896441003,577777.8430835856,858353.4143651829,16626.700520390958,50788335.077099204,7916387.785271142,33355239.581469297
sample289,683608.7883804237,68773105.24309587,683608.7883804237,0.0,683608.7883804237,2499695.117310661,737427.2357068557,683608.7883804237,954991.1717073255,136099982.84846234,13575989.606429316,683608.7883804237,696204.5952015035,135099188.74286017,104986049.85370041,29653964.47686402,136479002.1264421,107553304.29850595,6264696.283466158,8174678.626880811,7879249.70325912,20977743.72383477,730556.7956226303,730556.7956226303,737427.2357068557,19933436.83103252,6990672.785699306,8369341.095933862,11341951.5057087,6397524.791761182,740862.4557489683,8569728.931723768,9160.58677896715,2456182.3301105667,0.0,695059.5218541325,7581530.632942689,683608.7883804237,1052322.4062338513,12595.806821079832,34023564.37043136,5958961.699718133,18831876.270861715
sample290,715390.3123573358,118557083.98317541,715390.3123573358,0.0,715390.3123573358,5793360.820435591,723194.570310325,715390.3123573358,1045770.5657005421,233271871.63416252,24554796.939421445,694578.9578160315,798635.7305225531,231445675.27316308,173046413.01094544,56807193.639807805,233620461.82272938,180257547.35950735,10124723.984344553,15735985.45254373,14877517.077714927,33834059.6455255,741404.5055339662,741404.5055339662,723194.570310325,30348157.759857036,16976862.467069004,15517466.229860034,14635585.081172263,10504531.204723358,723194.570310325,16318703.379700249,5202.838635326079,2206003.5813782583,0.0,715390.3123573358,14739641.853878785,694578.9578160315,1040567.7270652159,5202.838635326079,63643723.60662629,14958161.076562481,35465149.55770024
sample291,254020.35216237538,509649499.8884459,254020.35216237538,0.0,254020.35216237538,1178372.189197686,254020.35216237538,254020.35216237538,783229.4191673242,590223344.3701726,210131280.20543164,254020.35216237538,254020.35216237538,522787996.9919553,489624228.79297847,212318677.6823854,590300961.6999999,500801124.2881231,133741715.41349065,151325568.67984176,150972762.63517177,193542339.98504984,254020.35216237538,254020.35216237538,254020.35216237538,177383823.13916546,8036921.697581822,155347557.5890794,38716935.34208205,137036923.87070814,254020.35216237538,155368725.95175958,0.0,2519035.1589435567,0.0,310469.3193095699,154761899.55492723,254020.35216237538,331637.6819897679,0.0,254175586.8220302,14112241.786798635,241940273.19287577
sample292,9017910.748543316,386135848.2652965,9017910.748543316,0.0,9017910.748543316,3432788.8407683093,9068983.058607884,9017910.748543316,9700090.890120016,484045114.6812165,203391826.8099854,9017910.748543316,10601152.360544855,479346462.1552764,432560578.11398685,244636365.2092698,484212923.70000005,434147467.74813575,187063279.6779143,196238055.3787988,195216609.1775075,236030680.9633904,9134647.457262324,9134647.457262324,9068983.058607884,230467447.18850017,23259789.212262213,198736950.54981512,45724309.59637619,188679353.48924306,9068983.058607884,200834563.2846098,0.0,2469710.993836499,0.0,9017910.748543316,190795206.33477515,9017910.748543316,9251384.165981332,14592.088589875915,231817215.38306382,6913001.969453715,214744471.73290893
sample294,79474396.0394943,484332948.8697061,79157424.2143178,0.0,79157424.2143178,528286.375294182,79283206.68462592,79378801.36206011,80309591.64234033,551455506.3249412,318747873.6572602,79157424.2143178,79529740.32642987,541513659.871786,523637455.1915932,408798059.8002628,551561163.6,525378284.5806579,295226551.70963824,365015697.5354059,364326409.59811723,395968247.8288326,79826586.95635708,79826586.95635708,79051766.93925896,327824336.71469545,82714552.47463192,374640572.1633846,101853613.1567183,302979783.179432,79051766.93925896,374675791.25507087,0.0,1615046.9187564997,0.0,78996422.65232338,294522169.87591267,78805233.29745501,79846712.1516064,5675305.060303213,407761612.24492365,2299303.5572327734,391319327.7262438
sample295,20745015.099603277,332554735.67508656,20698793.67645245,0.0,20816448.208109103,857197.3020698947,20774428.73251744,20698793.67645245,21581202.663877342,398953911.0050302,206357644.63064963,20698793.67645245,20782832.627635773,395634372.43328893,388247348.6242746,231573531.93320572,399294268.75732267,388503667.4253838,194995578.43066433,205605496.01755884,203126346.9576508,225468102.12973726,20892083.264174093,20892083.264174093,20724005.361807447,219883713.82360545,27308457.1870208,206824060.8097171,41502636.041884065,196836031.4615791,20724005.361807447,209021679.38316098,0.0,4311198.19570447,0.0,20782832.627635773,185713476.27246636,20648370.305742458,21123190.37992823,1134525.8409748604,225098330.74453065,1449671.9079123219,217379353.07834238
sample296,410155.7951223756,97092511.56431098,392886.0774330124,15111.002978192782,392886.0774330124,6469667.989377682,431742.9422340796,392886.0774330124,803041.872555388,148539000.5609239,38878451.94817887,392886.0774330124,537519.963081429,127526071.56239124,105623752.1028564,54656497.77212329,148882236.20000002,109878578.79857324,6329351.533151606,21036674.860355526,20550964.050342187,37337129.644403204,412314.509833546,412314.509833546,414473.2245447164,25870037.098666046,14010058.475495879,21576353.538148127,10517258.072822176,6672587.172227699,414473.2245447164,22152730.366030622,0.0,4123145.0983354608,15111.002978192782,392886.0774330124,21269816.04916193,392886.0774330124,714534.5693974018,0.0,76975449.17091404,11497314.551693538,64998899.953340665
sample297,416835.3278777718,85805118.04017279,410322.27587968163,0.0,605713.8358223871,6404501.131455348,412493.29321237834,410322.27587968163,2974293.7457945175,195408928.08136705,44586182.96159269,410322.27587968163,412493.29321237834,186158223.22674635,143141685.79669338,79103187.53413801,195523992.00000003,151141884.66768086,15045150.115588322,24552035.015467294,23564222.129090287,49321171.764204256,442887.5358701325,442887.5358701325,427690.41454125545,43016537.430052966,19285146.96634503,28774663.727562435,16145855.903265564,15522773.928781603,427690.41454125545,29656096.764637306,0.0,1170178.3423235363,0.0,429861.43187395216,28103819.37175914,395125.1545508045,525386.1945126082,15197.121328877098,88395141.71807997,15479353.582127668,81052761.09889965
sample298,119024.84826794494,83857050.13844621,119024.84826794494,0.0,194137.61659237623,970688.0829618813,134047.40193283118,119024.84826794494,1461810.0296985474,120225496.98008469,50147595.295492634,119024.84826794494,119024.84826794494,102782001.01304948,97372726.11263928,63942921.88406278,120291365.09999996,99497839.66569513,19907194.76807658,26304491.467215836,26192400.105254762,44484092.563830495,138669.72613741158,138669.72613741158,138669.72613741158,45495225.983582444,2106624.2562375115,29111397.840447273,14928951.599743502,20411028.106375843,138669.72613741158,29164554.568799946,0.0,836640.68102905,0.0,128269.49667710571,28902237.67019001,114402.52406336454,184892.96818321547,4622.324204580388,69384553.05390505,2246449.563426068,66826096.606669806
sample299,357345.7528474796,75669503.44887124,357345.7528474796,7701.417087230164,668483.0031715783,1615757.3049008884,357345.7528474796,358886.0362649256,1815994.1491688725,130140086.22343272,27615741.39138992,357345.7528474796,365047.16993470973,126731439.02062465,104123159.0193518,51296058.65120523,130870180.56330214,108717824.45359334,13549873.223272745,20570485.03999176,20196196.16955237,39297250.82930062,465165.59206870187,465165.59206870187,357345.7528474796,36440025.08993824,6187318.487880712,25297614.848133627,13289565.325724365,13970370.59623551,357345.7528474796,25513254.526576076,0.0,8443833.694439152,0.0,465165.59206870187,24687662.614825,357345.7528474796,1078198.3922122228,3080.566834892065,65520576.011319324,5277010.988170107,52403522.42834892
sample300,278538.832328877,92629132.07747355,264929.44312714034,2721.8778403473325,371989.9715141354,659601.7299775037,284889.8806230208,264929.44312714034,1529695.3462752013,126518325.77502471,55849304.113473475,264929.44312714034,271280.4914212841,88835741.6606428,81181821.17358612,44555325.66125896,126570041.45399131,83862870.84632823,11626047.548736908,22737660.18564817,22447326.549344454,36721761.236739315,296684.6845978592,296684.6845978592,287611.7584633681,27545403.74431501,2725507.0108011295,24661120.52616029,12090581.366822856,12219416.917932628,287611.7584633681,24900645.77611085,3629.1704537964442,724019.5055323907,2721.8778403473325,265836.73574058944,24213825.26772987,259485.6874464457,309386.7811861468,5443.755680694664,78745740.50647523,1515178.6644600155,75996643.88772443
sample301,155914.63296404813,66907020.329981565,144865.56448628093,0.0,146093.2387615884,1463387.7361664989,153459.28441343317,144865.56448628093,287275.7804219469,137538804.41124594,10955765.232843822,144865.56448628093,205021.60397634673,135192718.8711334,110667469.87331617,28448895.981699895,137850633.67717403,112926390.53988189,4935250.586736012,6478437.150797496,6315156.472181603,20476379.237853218,165736.02716650785,165736.02716650785,166963.7014418153,19508971.908910934,4336145.540385969,6776761.99969721,12823057.805586474,5039602.900137147,166963.7014418153,6937587.329762488,0.0,3098649.870876042,0.0,131361.1474578988,6629441.086660315,131361.1474578988,445645.76193661,13504.417028382119,44284666.45889089,3646192.597663172,21953271.391048096
sample302,222631.42415679124,107849022.75938274,216668.08243830575,0.0,216668.08243830575,3615772.8619750296,272325.93847750354,216668.08243830575,437311.72602226847,244129271.05193147,31943633.805353887,216668.08243830575,294191.52477861696,244002053.09527043,185145858.11439154,63841548.65753273,244226672.30000004,189958274.8812093,15757136.600811468,25240837.713776205,17454701.210007,28882451.72319801,286240.402487303,286240.402487303,272325.93847750354,35388457.53806568,22239289.04880519,18369080.2735081,15872427.874035522,15957902.438667146,280277.06076881755,26099558.92123811,37767.83088374138,385629.4311287277,0.0,246484.79103073315,18080852.09044797,216668.08243830575,314069.33050690196,23853.366873941923,91370321.81063454,9849452.738365185,53548820.85142679
sample303,546882.3939521896,231913801.2788122,546882.3939521896,0.0,546882.3939521896,14777713.384403732,683602.992440237,546882.3939521896,1254262.881781652,436328929.13998497,43851645.87157938,546882.3939521896,636048.0016617858,434040345.208772,324842197.63375336,88862444.64338352,436406205.99999994,332498551.1490841,19075495.67600627,24740483.95248928,23943937.85695022,48410980.61246339,683602.992440237,683602.992440237,683602.992440237,44885966.92101068,25905581.226561334,26119578.685064364,10040047.428100524,19634266.81765307,683602.992440237,26654572.331321944,0.0,760879.8524552204,0.0,546882.3939521896,25311143.841830697,546882.3939521896,624159.2539671729,0.0,169224434.68511882,22059571.34735408,82983458.90839747
sample304,550400.1159980539,182254413.7951402,469957.0221214153,0.0,469957.0221214153,664713.9862438038,503827.79849052633,469957.0221214153,1155840.2435959135,321945963.2354463,35983466.045134306,469957.0221214153,486892.4103059708,318550417.90444285,261088645.7942461,70459682.5418432,321996769.3999999,266986394.72951746,22828903.27278082,26224448.6037842,25005100.654496204,38498371.1905408,580037.045321026,580037.045321026,575803.1982748872,38375589.62620278,5656419.653641541,26127070.121723007,14081775.275457904,23023660.23690321,575803.1982748872,27181298.03621159,0.0,503827.7984905262,0.0,440320.09279844316,25491993.064802177,397981.6223370544,495360.1043982486,71975.39978436091,116646719.96817221,2671557.486113631,63770204.20894376
sample305,223161.45229966193,77692065.60775372,195031.85747197346,0.0,195031.85747197346,1772164.4741443736,195031.85747197346,195031.85747197346,388188.40862210095,158007684.75976986,19105620.806966007,195031.85747197346,268168.8040239635,154123925.36722702,124443452.21137194,38693195.33864642,158071445.1747126,127408311.50621033,8485761.10635269,12241999.669010025,9657827.557506377,23028761.63226763,273794.7229895012,273794.7229895012,217535.53333412425,25082222.054688897,8198839.239110267,10066644.335668782,14400477.245454658,8603905.40462898,217535.53333412425,12600183.176482594,0.0,556965.977588232,0.0,172528.18160982267,9804101.450610356,172528.18160982267,262542.8850584258,22503.675862150787,59630990.42205589,4249444.125302806,31741434.803563677
sample306,257141.59320235762,346863841.26188606,257141.59320235762,0.0,257141.59320235762,766382.787583497,257141.59320235762,257141.59320235762,660500.9550884087,448933927.78715146,115658255.02880158,257141.59320235762,312603.5054616896,410019833.3491947,393456889.55174863,132130442.96982317,449115439.5000002,395171166.83976436,64421532.085225925,83046650.62031434,77818104.8918664,114115405.46958745,312603.5054616896,312603.5054616896,257141.59320235762,106965860.78015718,12655399.979174852,80298764.96746562,38914094.43795678,66095473.43705304,257141.59320235762,85260085.11866406,0.0,3907543.8182711196,0.0,327729.48153241654,79774397.79701374,257141.59320235762,494115.21831041254,0.0,140227882.15968567,4507540.869076621,126407782.02306485
sample307,1807023.2174270535,363252611.3376734,1807023.2174270535,0.0,1807023.2174270535,1143720.1330844946,1826130.713683835,1807023.2174270535,2189173.142562684,436101305.63781446,240276765.4290277,1807023.2174270535,2751479.4609765406,369145909.11172956,338568455.81623435,216463365.80843318,436221409.9,339974221.612269,161736766.8866885,165992279.26730597,164886774.12673506,202932528.81630945,1927127.4796125374,1927127.4796125374,1861616.0638750007,200800678.16251713,10465448.664071485,171896495.61065146,33885779.79024085,162345477.1245831,1861616.0638750007,173668033.47788733,0.0,1716945.0207879408,0.0,1787915.721170272,170739127.26595497,1771537.8672358878,1976261.0414156897,35485.3501911657,262749910.66932526,5879649.562443918,243295749.83759922
sample309,9025928.471829677,225264278.25672364,9025928.471829677,0.0,9025928.471829677,890027.7495423693,9025928.471829677,9025928.471829677,9231856.46093948,247860512.18039933,194507711.47645947,9025928.471829677,9182992.192337153,214646770.7504182,207659180.34028566,179499400.405745,247874473.39999995,208367712.2350194,155332529.27699456,158449371.55284294,157353415.81419078,170522336.20251766,9025928.471829677,9025928.471829677,9025928.471829677,169408928.93936467,13615679.415548172,160006047.53831705,20707978.9726858,155911919.89042217,9025928.471829677,161210202.72887442,0.0,575900.3085274156,0.0,9074792.740432004,151088318.5183925,9025928.471829677,9039889.691430341,13961.219600664619,202671534.63794813,2488587.3938184683,194947489.8938804
sample310,5242112.985610087,343791770.7883855,5225444.899805286,0.0,5579641.723157319,250021.28707202317,5296284.264475692,5242112.985610087,5746322.581205334,395842035.7353295,237707738.68372616,5225444.899805286,5358789.586243698,346521169.8389218,332845005.4360821,231828071.41608232,395912875.09999996,334357634.22286785,153429729.8331983,160997040.7885782,160367820.54944694,211042968.41749486,5296284.264475692,5296284.264475692,5279616.178670891,201037949.9131627,10730080.236840995,192191363.3722643,25152141.47944554,154446483.06729123,5279616.178670891,192633067.64609158,0.0,654222.367838461,0.0,5292117.243024493,186640890.7992654,5225444.899805286,5325453.4146340955,12501.064353601165,264443348.3146278,2871077.779877067,243849928.3027955
sample311,192979.00353340927,108642433.6039766,192979.00353340927,0.0,192979.00353340927,6404688.404153885,170833.87198039508,192979.00353340927,724462.1608057495,181903274.16668034,51348232.89099616,192979.00353340927,366976.4657356634,158029240.55742013,119303732.65164201,66057345.62753035,182015581.61955634,128108004.23907611,12413928.030575374,31401796.542174097,29486242.66283837,43084935.2315,200887.97908805718,200887.97908805718,192979.00353340927,33858324.349447735,15297540.517800009,30813368.760908294,8494239.745691868,13114663.26471718,192979.00353340927,32833321.117565367,0.0,525155.9768286219,0.0,170833.87198039508,30710552.078697868,170833.87198039508,325849.79285149433,22145.131553014176,95674877.2845759,12004243.09684461,84983524.12980282
sample312,385896.5452615154,44445717.057021804,385896.5452615154,0.0,491440.8995210752,1104917.4586547664,385896.5452615154,385896.5452615154,1109864.8502606833,79079107.42897516,13372799.51079328,385896.5452615154,385896.5452615154,77652609.5159358,67548386.72611827,30632599.69330192,79267108.31,71171526.51218471,6205678.204355053,15450703.985278368,14952666.56361607,23114213.58284359,404036.9811498773,404036.9811498773,404036.9811498773,15666740.085403401,4571389.843867183,16717236.236393083,6363994.735744396,6570136.052657596,404036.9811498773,17183940.17788458,0.0,2373098.8403047896,0.0,367756.1093731536,16227444.467407312,367756.1093731536,573897.4262863563,18140.43588836184,38531934.95741585,2640257.9870242993,34715846.89871863
sample313,177317.27100252215,40622814.795481056,177317.27100252215,0.0,265567.34136322443,491095.298951686,190391.35550040397,177317.27100252215,657789.8762996792,66665573.98498052,18367454.458961725,177317.27100252215,177317.27100252215,62636304.568789564,54432316.546368726,33387943.28646571,66674562.41807282,57752316.87854959,7211991.86114406,16909694.037447903,14642157.507346522,19336570.972367216,190391.35550040397,190391.35550040397,190391.35550040397,19084894.845783,4585735.137632048,16490506.203234566,5145469.3801976135,7637716.737606337,190391.35550040397,18719637.61012342,3268.521124470456,230430.7392751671,22062.517590175576,184671.44353258068,16192253.650626639,177317.27100252215,186305.70409481588,3268.521124470456,38641273.863770835,2108196.1252834443,35432403.24982197
sample314,412999.28416214616,47318504.07713385,412999.28416214616,0.0,552489.1086142617,3628102.9830535552,429409.851744748,412999.28416214616,1132329.1631995265,96887991.00768124,18063932.266548965,412999.28416214616,412999.28416214616,96544736.63574515,65257989.53951475,39861268.65813986,97058934.42,73068052.16153465,7941347.162680738,16882371.40060164,16586981.184114806,24506447.59001874,429409.851744748,429409.851744748,429409.851744748,18215730.016688038,10386521.732488414,18870785.17269356,2956637.259465431,8392637.771202289,429409.851744748,19121046.328328237,0.0,921726.8792228032,0.0,423939.6625505474,18290945.118108295,412999.28416214616,583942.6964809153,1367.547298550153,42455505.8834895,9209063.508436728,34830062.146773845
sample315,372361.4336899546,55909964.081701,361842.7491224417,0.0,426006.72498427005,2531847.3754003407,351324.06455492886,361842.7491224417,712114.9452206192,91549371.13334803,15066963.774505392,367102.0914061981,374465.1706034571,86039684.15688479,73684437.2638842,33881734.86041561,91882813.43413818,77797242.92978172,4092820.165219248,10517632.69905609,10195760.951290198,25164900.959317718,380776.3813439648,380776.3813439648,361842.7491224417,20635555.38454669,5383462.761653073,11158220.589217624,12324742.707754793,4326334.962618033,361842.7491224417,11419083.966491941,0.0,3139827.343402583,0.0,368153.9598629494,10723798.916579342,346064.72227117245,711063.076763868,21037.36913502568,31624425.152227357,4263222.855212955,26678539.668582816
sample316,165284.6960500347,68037510.94638342,160009.65255907614,0.0,160009.65255907614,923132.6109177468,165284.6960500347,165284.6960500347,378044.78351869644,131705527.53442286,16962781.51909239,160009.65255907614,177593.13086227133,131556067.96884571,103969348.85896276,33953696.60346987,131854987.10000002,108199933.7387115,12558120.204141997,14849247.427048327,13906772.989997067,25420434.582929265,165284.6960500347,165284.6960500347,165284.6960500347,25205916.147630285,4457411.7498599775,14539778.208912091,11267492.896687469,12716371.508870754,165284.6960500347,15454119.080678243,12308.434812236625,1705597.3954099321,0.0,167043.0438803542,14351634.991067907,160009.65255907614,309469.21813623514,0.0,47626609.33203446,3143925.920611298,24991397.712331306
sample317,197032.7756176321,109485291.9878022,188076.7403622852,0.0,197032.7756176321,1329971.2354190166,248529.97833587683,188076.7403622852,541840.1329484883,202399679.74439874,26064301.601873357,188076.7403622852,205988.81087297903,202312358.4006591,148159691.229204,41670193.034315355,202464611.0,151439839.14147484,20319004.985568307,22976708.4475925,21539264.789109323,28511538.235396896,257486.01359122375,257486.01359122375,239573.94308052992,29118309.623946648,8230596.399663813,22092299.966126997,6983468.490356756,20493647.67304757,239573.94308052992,23411076.15747683,0.0,624683.4590604474,26868.105766040742,188076.7403622852,21776599.72337602,188076.7403622852,270920.0664742441,0.0,85747320.54350518,4686245.4473602725,42962101.11989914
sample318,175987.74327390606,147306372.37666127,175987.74327390606,0.0,175987.74327390606,1523683.3562398702,175987.74327390606,175987.74327390606,532594.486223663,234267473.83598053,32001981.737439226,175987.74327390606,175987.74327390606,234100748.60551053,187542727.9967585,53759624.31377633,234313786.40000004,191896109.01458672,26601936.772771478,29982753.94619125,29158390.30664506,38643203.41782819,175987.74327390606,175987.74327390606,175987.74327390606,37448339.26612641,5117538.3241491085,30357885.71474879,7984286.036952999,26898337.18249595,175987.74327390606,31112780.508265804,0.0,991088.8700162077,0.0,175987.74327390606,30112429.125445712,175987.74327390606,222300.307293355,0.0,91346901.2719611,2991791.6356564024,50073144.21782821
sample319,321347.4302232545,106786061.40418908,300344.33020866266,0.0,300344.33020866266,283541.85019698925,333949.29023200955,300344.33020866266,825421.8305734573,172399745.84977385,29057788.87018775,300344.33020866266,312946.1902174177,172238021.9796615,148840568.5634062,43001746.96987524,172710591.7299898,153276423.286488,24210273.386819962,26505912.218414843,25714095.347864732,35709470.64480898,367554.25025535637,367554.25025535637,333949.29023200955,35327214.22454339,3093756.6321493722,26934375.45871251,9879858.24686398,24407702.526957124,333949.29023200955,27614875.899185285,0.0,3620934.4425156265,0.0,300344.33020866266,26522714.69842651,300344.33020866266,623792.0704333765,0.0,65103309.1152302,1785263.5012403028,46414750.722246416
sample320,232441.0694301676,75085106.59935641,232441.0694301676,0.0,232441.0694301676,568927.1889862198,272288.1099039106,232441.0694301676,473737.03674338915,148527629.64140633,18393836.627573922,232441.0694301676,263433.2120208566,148354959.1326868,112758269.64280969,32180912.631489016,148582972.7531754,117004193.17773408,13917685.747690132,15303477.266388083,14812030.433878586,23323801.02396425,265646.93649162014,265646.93649162014,272288.1099039106,23303877.503727376,3362647.471089758,15199432.216262199,8591464.671033146,13944250.441339293,272288.1099039106,15633322.212531846,0.0,400684.1292081936,33205.86706145252,281143.00778696465,14909434.31059218,232441.0694301676,281143.00778696465,0.0,64952889.696671896,2036626.513102421,33703955.067374304
