,Variable,pRelabIDVL,log10_pRelabIDVL,pAbsabIDVL,log10_pAbsabIDVL,meanAbsab_rs,log10_meanAbsab_rs,meanAbsab_cellulose,log10_meanAbsab_cellulose,MeanAreaRatio,log10_MeanAreaRatio,pAbsabAreaRatio,log10_pAbsabAreaRatio
257,Streptococcus,0.18016653100000002,-0.7443258840000001,0.388607229,-0.410489125,16554.084173875555,4.218905159160324,9149.26794676992,3.9613863465913712,1.809334284468065,0.2575188125689528,0.031616,-1.5000930770924659
258,Streptococcus-danieliae,0.000562963,-3.2495201760000003,0.006755555999999999,-2.17033893,414.2185562568996,2.617229550616009,48.66867524301075,1.6872495249474204,8.510988930531553,0.9299800256685884,0.634463309352518,-0.1975934878426772
259,Streptococcus-respiraculi,0.006846847,-2.164509387,0.977511439,-0.009878152,71.778521618638,1.8559945091730414,271.0361316603136,2.433027190264512,0.2648300843837204,-0.577032681091471,0.7448,-0.12796033202671378
260,Streptomyces-sp.-Q1,0.000562963,-3.2495201760000003,0.000690909,-3.160579093,0.0,-inf,1050.2408068367383,3.0212888886793943,0.0,-inf,0.3144109589041096,-0.5025023248825139
261,Subdoligranulum,0.924638202,-0.034028167000000005,0.9653134329999999,-0.01533165,1005.9491267192741,3.002576017952752,312.3389698695072,2.494626173610387,3.220696819034627,0.507949844342365,0.21589152542372883,-0.6657644050670951
262,Subgroup-2,0.000690909,-3.160579093,0.000838621,-3.0764344269999997,0.0,-inf,28.596733685483876,1.4563164309129495,0.0,-inf,0.4433333333333334,-0.3532696137525766
263,Tannerellaceae,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,133449.94769032995,5.12531840788894,6349.068725469059,3.80271002811868,21.018822359726602,1.3226083797702604,0.0014030769230769231,-2.852918518314439
264,Turicibacter,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,15479.581714428292,4.189759221103333,23062.874088456418,4.362913427979438,0.6711904880136441,-0.17315420687610533,0.6589521126760564,-0.18114614527884282
265,Turicimonas-muris,0.961540741,-0.01703231,1.0,0.0,36.833077304973116,1.5662380045116797,0.0,-inf,inf,inf,0.7346070588235294,-0.13394490284427962
266,Tuzzerella,3.49e-06,-5.456645668999999,8.22e-05,-4.08532814,455640.8304873247,5.6586226347679105,403824.5731065356,5.6061927426409675,1.1283137798727247,0.05242989212694291,0.8050472727272727,-0.094178616921804
267,Tyzzerella,0.628769466,-0.201508557,0.7554748090000001,-0.12178001199999999,6006.1596203881,3.7785968698763797,1360.231414093638,3.1336128005130868,4.415542501192843,0.6449840693632927,0.7448,-0.12796033202671378
268,UBA1819,0.004524651,-2.344414898,0.000118442,-3.9264958869999997,189871.21899006722,5.278459138612255,56815.11349977085,4.754463878606488,3.341913925611238,0.5239952600057659,0.4433333333333334,-0.3532696137525766
269,UCG-003,3.49e-06,-5.456645668999999,0.004772093,-2.321291099,4141.0214875661295,3.617107484041907,10550.145065912679,4.023258431282266,0.3925084879586815,-0.4061509472403591,0.3908571428571428,-0.4079819469661783
270,UCG-005,0.0030840579999999998,-2.510877467,0.281294606,-0.5508385960000001,4005.260935327329,3.6026308148225854,3945.318142329561,3.5960820295700953,1.0151933990708222,0.006548785252490228,1.0,0.0
271,UCG-007,0.000562963,-3.2495201760000003,0.000690909,-3.160579093,117.68337408030467,2.070715111482316,16.50286822822581,1.2175594319373266,7.1310860907817215,0.8531556795449895,0.7448,-0.12796033202671378
272,UCG-009,0.000562963,-3.2495201760000003,0.012842781000000001,-1.8913409319999999,179375.78572365554,5.253763816431799,213170.87971496824,5.328727877451766,0.8414647721278804,-0.07496406101996696,0.79446267281106,-0.09992650295377704
273,UCG-010,0.026535593,-1.576171199,9.5e-06,-5.022276395,47712.00150535465,4.678627635475265,12663.933657282301,4.10256862671598,3.767549862196113,0.5760590087592851,2.7636363636363633e-05,-4.5585191015494715
274,Vagococcus,1.0,0.0,1.0,0.0,0.0,-inf,0.0,-inf,,,2.7636363636363633e-05,-4.5585191015494715
275,Vagococcus-fluvialis,0.000394504,-3.4039487910000004,0.910623396,-0.040661196000000004,546.8344655911737,2.737855879239508,41.6697373677957,1.6198207632344188,13.123060046300957,1.1180351160050892,0.4433333333333334,-0.3532696137525766
276,Veillonella,0.000562963,-3.2495201760000003,0.000690909,-3.160579093,80.45380188037633,1.9055465716998725,131.35725498607525,2.1184540642816345,0.6124808400488041,-0.21290749258176214,0.8624544680851064,-0.06426382353741861
277,Verrucomicrobiaceae-bacterium-CHC8,0.00044058,-3.3559755069999997,0.27055999999999997,-0.56773641,186.36915982188174,2.2703740473564493,12.851140451612903,1.1089416700692445,14.50214948032034,1.161432377287205,0.5490707692307693,-0.26037167612250617
278,Vibrio,0.000562963,-3.2495201760000003,0.000690909,-3.160579093,236.49243376353047,2.3738172506665918,35.144945115725804,1.545862869435087,6.729059697911168,0.8279543812315046,0.721,-0.14206473528057098
279,Victivallis-vadensis,0.000562963,-3.2495201760000003,0.000690909,-3.160579093,0.0,-inf,201.08534557419355,2.3033804218241745,0.0,-inf,0.7448,-0.12796033202671378
280,Wolbachia,0.0007794869999999999,-3.1081910230000003,0.000955975,-3.019553536,0.0,-inf,10.69566267921147,1.0292076976507887,0.0,-inf,1.0,0.0
281,Xanthobacteraceae,0.000562963,-3.2495201760000003,0.000690909,-3.160579093,8.83461821733871,0.9461877864759873,0.0,-inf,inf,inf,1.0,0.0
282,[Acetivibrio]-ethanolgignens-group,0.00018831900000000002,-3.72510682,0.053019905,-1.275561053,5348.685351449731,3.7282470502882834,3837.0056136099556,3.5839924345796152,1.393973814496859,0.14425461570866802,0.8262427947598253,-0.08289231474950175
283,[Clostridium]-aldenense,0.000690909,-3.160579093,0.000838621,-3.0764344269999997,476.0174238848566,2.677622849692245,217.76188281048388,2.337981862867841,2.185953839768781,0.33964098682440436,0.7448,-0.12796033202671378
284,[Clostridium]-cocleatum,0.000394504,-3.4039487910000004,0.0005116830000000001,-3.2909988689999996,0.0,-inf,9.872312169032258,0.9944188795846942,0.0,-inf,1.0,0.0
285,[Clostridium]-innocuum-group,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,67.53554088438172,1.829532382428532,0.0,-inf,inf,inf,0.7263496855345912,-0.13885424715697736
286,[Clostridium]-leptum,2.8800000000000002e-05,-4.540607512,0.000219759,-3.6580532580000003,6538.9026295653675,3.815504870355988,3655.0537801125006,3.5628937715084517,1.7890031236049566,0.25261109884753624,0.05645714285714286,-1.2482811040986663
287,[Clostridium]-methylpentosum-group,0.0007794869999999999,-3.1081910230000003,0.000955975,-3.019553536,203.29332156527775,2.308123111766479,559.5553880349014,2.747843081976691,0.36331224023992,-0.4397199702102119,0.7314536585365854,-0.13581318352277175
288,[Eubacterium]-brachy-group,0.02351453,-1.628663699,0.179333333,-0.746338979,1174.5724457841397,3.06987980854145,1516.281954792433,3.1807799664838887,0.7746398630358491,-0.1109001579424388,0.7835169811320756,-0.10595158664652149
289,[Eubacterium]-coprostanoligenes-group,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,30732.524756239007,4.487598240134734,5137.589544627286,3.7107594044021033,5.981895690436777,0.7768388357326306,0.10528780487804879,-0.9776219287279253
290,[Eubacterium]-fissicatena-group,3.49e-06,-5.456645668999999,0.007222099,-2.141336536,2164.3965428742385,3.335336831575532,5766.017332796937,3.760875943554574,0.37537114752729145,-0.4255391119790421,0.5818785185185186,-0.23516767556320586
291,[Eubacterium]-hallii-group,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,149.1332621580645,2.173574517769823,90.31080430637095,1.9557397101135998,1.6513335619528298,0.2178348076562229,0.8439931034482758,-0.07366110212623482
292,[Eubacterium]-nodatum-group,0.00018831900000000002,-3.72510682,0.406463745,-0.390978186,19119.175267232917,4.2814691544351176,14029.679997498959,4.147047765333041,1.3627663118931617,0.13442138910207646,0.471049504950495,-0.32693344829142157
293,[Eubacterium]-oxidoreducens-group,0.028091138999999998,-1.5514306480000002,0.041427451000000004,-1.3827117880000002,20761.58877257836,4.3172605846659335,365.1532629322222,2.5624751857583195,56.85719088434386,1.7547853989076143,0.0032,-2.494850021680094
294,[Eubacterium]-ventriosum-group,0.00428169,-2.368384765,0.0051818179999999995,-2.2855178290000002,5406.925410666578,3.7329503784605236,2862.628343879821,3.456764967064718,1.8887975528595449,0.2761854113958058,0.5737432835820896,-0.2412823854116491
295,[Eubacterium]-xylanophilum-group,5.79e-05,-4.23728572,0.27055999999999997,-0.56773641,27253.572042372187,4.435423431993346,50973.40795461997,4.707343670402687,0.5346625453537497,-0.2719202384093414,0.1794769230769231,-0.7459913845488589
296,[Ruminococcus]-gnavus-group,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,0.0,-inf,0.0,-inf,,,2.7636363636363633e-05,-4.5585191015494715
297,[Ruminococcus]-torques-group,1.0,0.0,1.0,0.0,1333.9888511741042,3.1251521999749836,236.81479045604837,2.374408823105159,5.633047026349842,0.7507433768698245,0.21066666666666667,-0.6764041764372775
298,bacterium-enrichment-culture-clone-M153,0.0007794869999999999,-3.1081910230000003,0.000955975,-3.019553536,8.597816448387094,0.9343881692872069,9.69525579009319,0.986559271564344,0.8868065613258516,-0.05217110227713714,0.9917415384615385,-0.003601496238373415
299,gut-metagenome,0.06194958,-1.207961635,0.028864646,-1.5396337569999998,129425.38722953727,5.112019473027273,56938.05695794488,4.755402642529219,2.2730910421676733,0.3566168304980537,0.27494117647058824,-0.5607602133220658
300,human-gut-metagenome,0.9721269370000001,-0.012277023,1.0,0.0,104.61167877818995,2.019580171584733,20.761741199637093,1.317263773149639,5.038675599136094,0.7023163984350942,0.9136,-0.039243909098227184
301,marine-metagenome,0.079216598,-1.101183815,0.418120635,-0.37869839899999996,223.3722029794265,2.3490291274019777,175.14729633216842,2.243403437702339,1.2753391440071054,0.1056256896996385,0.9726812500000002,-0.012029455770472553
302,metagenome,1.0,0.0,0.236054701,-0.6269873460000001,6076.506380710895,3.7836539582758166,738.6601097684588,2.8684446462320157,8.226390325336025,0.915209312043801,0.3415064935064935,-0.46660103409891396
303,mouse-gut-metagenome,0.622030769,-0.206188132,0.33624615399999996,-0.473342675,225947.3222904217,5.354007198858702,178780.89032797446,5.252321095731471,1.2638225588647656,0.10168610312723075,0.7346070588235294,-0.13394490284427962
